seller_id,orders_count,items_sold,gross_revenue,delivered_orders,on_time_deliveries,seller_id,avg_review_score
b94cc9f10ddc85e4ba73a6f7974e7101,39,39,25346.10,39,36,b94cc9f10ddc85e4ba73a6f7974e7101,4.30
cee48807215b30a12ca2ca10ffb5f250,39,40,7212.23,40,34,cee48807215b30a12ca2ca10ffb5f250,3.70
d23019c84ffae2d5ef2270367b8605fc,39,39,29205.10,39,38,d23019c84ffae2d5ef2270367b8605fc,4.41
e2aee0892199b1d92530e371abd825bf,38,41,5662.57,39,34,e2aee0892199b1d92530e371abd825bf,3.80
0176f73cc1195f367f7b32db1e5b3aa8,38,39,4733.10,38,34,0176f73cc1195f367f7b32db1e5b3aa8,4.03
45ba18c210d42734ec52c0c1c574e9ee,38,41,5589.13,38,36,45ba18c210d42734ec52c0c1c574e9ee,3.83
5b8154610ebb21fb90eb587365e673df,38,41,9397.54,40,34,5b8154610ebb21fb90eb587365e673df,4.20
7f7b8245c336066a1f9933c359f11d77,38,43,2094.36,43,42,7f7b8245c336066a1f9933c359f11d77,4.56
96804ea39d96eb908e7c3afdb671bb9e,38,40,3610.70,39,38,96804ea39d96eb908e7c3afdb671bb9e,3.90
ba90964cff9b9e0e6f32b23b82465f7b,38,38,44212.50,38,36,ba90964cff9b9e0e6f32b23b82465f7b,4.42
14d7985702e72162bbf13b6beb74ab2b,37,38,3887.00,38,33,14d7985702e72162bbf13b6beb74ab2b,4.34
3c03b12bab54d8b37d79d914bfdb1aa0,37,43,4236.34,43,36,3c03b12bab54d8b37d79d914bfdb1aa0,3.88
3fd1e727ba94cfe122d165e176ce7967,37,38,2805.20,36,29,3fd1e727ba94cfe122d165e176ce7967,3.82
594f9aaa48e5bf431f011ddc5669b0d5,37,38,3248.80,38,37,594f9aaa48e5bf431f011ddc5669b0d5,4.58
6338ea67c41078a46ad99cc009654956,37,44,2286.09,44,44,6338ea67c41078a46ad99cc009654956,4.61
63b464dbf392c7b80d12d932fa7cafed,37,39,6781.00,38,36,63b464dbf392c7b80d12d932fa7cafed,3.69
66dc1b1632bd6a3e508510c5b3492107,37,42,3721.39,41,40,66dc1b1632bd6a3e508510c5b3492107,3.43
718539d38d07dd351c76db862760e2e2,37,45,1318.90,43,43,718539d38d07dd351c76db862760e2e2,4.33
240b9776d844d37535668549a396af32,36,36,13592.08,35,33,240b9776d844d37535668549a396af32,4.28
26d8a1c7c75d513045798992ead43aa2,36,38,8244.12,36,33,26d8a1c7c75d513045798992ead43aa2,4.24
31561f325664a8a7aba4c8d0c3a9b3db,36,38,2702.19,38,37,31561f325664a8a7aba4c8d0c3a9b3db,4.58
325f3178fb58e2a9778334621eecdbf9,36,46,981.70,46,46,325f3178fb58e2a9778334621eecdbf9,4.46
32b8764b4ef628b53608fc34011fcc13,36,38,8884.00,38,35,32b8764b4ef628b53608fc34011fcc13,4.24
3586b8580d9c917874e053a1bb37b5ff,36,43,1524.70,43,41,3586b8580d9c917874e053a1bb37b5ff,4.44
3ab971ce71839580d2ae5b4e40fe8044,36,38,5002.90,37,34,3ab971ce71839580d2ae5b4e40fe8044,3.89
5cbbd5a299cab112b7bf23862255e43e,36,38,2726.06,38,38,5cbbd5a299cab112b7bf23862255e43e,4.32
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,36,43,4198.90,42,38,6b3bd31ad8fcda4b2635ec9f3ff2ecdf,3.86
99002261c568a84cce14d43fcffb43ea,36,36,4088.00,36,33,99002261c568a84cce14d43fcffb43ea,3.72
bba74270a87732727b5a3b4fd9ac1c39,36,41,6001.59,40,40,bba74270a87732727b5a3b4fd9ac1c39,3.80
bd4889b5e9133b35b66e42a8665cea5c,36,42,6271.90,42,42,bd4889b5e9133b35b66e42a8665cea5c,4.46
bf84056e679dbe9c69929847a40e338f,36,40,2024.04,38,35,bf84056e679dbe9c69929847a40e338f,3.73
e8f6dc8e6a1dcde89d20e3995c8d90b3,36,48,2256.34,44,41,e8f6dc8e6a1dcde89d20e3995c8d90b3,3.35
ec8879960bd2221d5c32f8e12f7da711,36,36,4062.40,35,29,ec8879960bd2221d5c32f8e12f7da711,4.31
f181738b150df1f37cb0bd72e705b193,36,37,5529.70,37,33,f181738b150df1f37cb0bd72e705b193,4.49
dd55f1bb788714a40e7954c3be6df745,35,37,7041.76,37,31,dd55f1bb788714a40e7954c3be6df745,3.81
e49c26c3edfa46d227d5121a6b6e4d37,35,36,3654.25,35,35,e49c26c3edfa46d227d5121a6b6e4d37,4.42
fde0cc9ea29c8ccfc0a2c22256a58c71,35,35,3922.00,35,34,fde0cc9ea29c8ccfc0a2c22256a58c71,4.49
11305281b50fff20ae8bb473f8e11876,35,40,6528.70,40,35,11305281b50fff20ae8bb473f8e11876,4.35
42bde9fef835393bb8a8849cb6b7f245,35,40,7703.00,39,38,42bde9fef835393bb8a8849cb6b7f245,4.20
65febd49fd28ec955651299159b1f527,35,40,4319.70,38,36,65febd49fd28ec955651299159b1f527,4.23
6a0cbc8af2e8abd1bdfb777943d174c6,35,35,3894.05,34,31,6a0cbc8af2e8abd1bdfb777943d174c6,4.06
6fc26fe110feebd80a433e1f012a84f9,35,72,4150.87,72,67,6fc26fe110feebd80a433e1f012a84f9,4.01
71039d19d4303bf9054d69e9a9236699,35,38,3537.20,38,28,71039d19d4303bf9054d69e9a9236699,3.68
93dc87703c046b603023e75222018b45,35,36,8517.35,34,31,93dc87703c046b603023e75222018b45,4.00
bf3c6d2a28b2b5501e6c15448982dcc9,35,43,3956.50,43,42,bf3c6d2a28b2b5501e6c15448982dcc9,4.42
33ac3e28642ab8bda860a2f693000e78,34,35,3661.03,35,35,33ac3e28642ab8bda860a2f693000e78,4.23
5160d23075764e18e07c1f4a87fad743,34,39,2429.00,38,37,5160d23075764e18e07c1f4a87fad743,4.46
5b179e9e8cc7ab6fd113a46ca584da81,34,36,5173.50,36,33,5b179e9e8cc7ab6fd113a46ca584da81,3.51
a3dd39f583bc80bd8c5901c95878921e,34,37,4607.81,37,36,a3dd39f583bc80bd8c5901c95878921e,4.61
b90e891671cffd9557f33a97dc523645,34,39,4449.00,39,39,b90e891671cffd9557f33a97dc523645,4.13
d3f39f05462b79a4562d35893a28f159,34,38,2411.30,37,32,d3f39f05462b79a4562d35893a28f159,3.37
d5ba419e26d246a0719437cf37d9b46d,34,35,4061.40,34,30,d5ba419e26d246a0719437cf37d9b46d,3.82
e96498ed8daaa3e9c23f7a62da76591c,34,34,9619.09,34,29,e96498ed8daaa3e9c23f7a62da76591c,3.94
cc5a78bbad32776dc4e3af205218368c,33,38,4269.18,38,37,cc5a78bbad32776dc4e3af205218368c,4.47
d93919c944be9cff128f6c9cb899eacb,33,33,2666.70,33,27,d93919c944be9cff128f6c9cb899eacb,4.00
dfc5fb7259bb2b599ca565e6e9448f0f,33,34,6124.63,34,32,dfc5fb7259bb2b599ca565e6e9448f0f,4.12
0ffa40d54288e4f3499b8780dd0f144f,33,35,2162.80,35,30,0ffa40d54288e4f3499b8780dd0f144f,4.40
1caf283236cd69af44cbc09a0a1e7d32,33,37,917.60,37,33,1caf283236cd69af44cbc09a0a1e7d32,4.54
232a6014e7b10cba61c6c2b2ea6bb4b0,33,36,3919.87,35,33,232a6014e7b10cba61c6c2b2ea6bb4b0,4.09
276677b5d08786d5dce7c2149dcce48b,33,47,3522.00,45,42,276677b5d08786d5dce7c2149dcce48b,3.81
48efc9d94a9834137efd9ea76b065a38,33,34,345.60,34,34,48efc9d94a9834137efd9ea76b065a38,5.00
4917cee8d902e13428c3ec4b1ca6f315,33,33,5421.90,31,30,4917cee8d902e13428c3ec4b1ca6f315,4.16
8bd0f31cf0a614c658f6763bd02dea69,33,35,4455.34,35,34,8bd0f31cf0a614c658f6763bd02dea69,4.21
974cf2cb8f4b7add98709c30df02fe10,33,33,2982.67,30,29,974cf2cb8f4b7add98709c30df02fe10,4.06
b335c59ab742f751a85db9c411a86739,33,35,2873.34,31,29,b335c59ab742f751a85db9c411a86739,3.69
b4a476fbd28de64b1e347abf9089366a,33,38,5724.04,35,32,b4a476fbd28de64b1e347abf9089366a,3.76
b839e41795b7f3ad94cc2014a52f6796,33,36,42829.00,36,35,b839e41795b7f3ad94cc2014a52f6796,4.03
070d165398b553f3b4b851c216b8a358,32,39,3393.16,38,33,070d165398b553f3b4b851c216b8a358,3.50
20cb7c2fde3e5bf10f0bbe7394e1c6a9,32,51,861.90,50,45,20cb7c2fde3e5bf10f0bbe7394e1c6a9,3.84
2745f798279e0ed033addcc1474776d7,32,32,3668.53,32,29,2745f798279e0ed033addcc1474776d7,3.97
3340ef1913fb70d28420f6ceb685c339,32,42,6731.15,42,38,3340ef1913fb70d28420f6ceb685c339,4.33
3c4e0452bff7a2a788179488d3d77032,32,36,3746.40,36,35,3c4e0452bff7a2a788179488d3d77032,3.74
5c6d4016c2a288f074fa0848a2b653d2,32,35,3159.00,34,31,5c6d4016c2a288f074fa0848a2b653d2,4.11
6481e96574816ead57975da2c0f6d80d,32,43,3324.90,43,42,6481e96574816ead57975da2c0f6d80d,4.14
7b0df942f46435babab05d49b744b2c4,32,32,22600.63,32,29,7b0df942f46435babab05d49b744b2c4,4.39
850913d59ce317156b00f3705f1c3edb,32,34,2690.00,30,25,850913d59ce317156b00f3705f1c3edb,3.35
9baf5cb77970f539089d09a38bcec5c3,32,33,6129.67,32,32,9baf5cb77970f539089d09a38bcec5c3,4.33
ea67327e24487bdfac5fbfa37ea124df,32,34,6250.18,34,33,ea67327e24487bdfac5fbfa37ea124df,3.56
ed4acab38528488b65a9a9c603ff024a,32,40,12759.45,40,38,ed4acab38528488b65a9a9c603ff024a,3.73
f62d7bb4a613ec758a03342d46b580b2,32,32,24665.00,32,28,f62d7bb4a613ec758a03342d46b580b2,4.38
fad44952713764836814be105382aee5,32,32,5129.00,32,31,fad44952713764836814be105382aee5,4.28
cd6efc47efaabf134f8bdb654e10b4f1,31,32,4158.55,32,29,cd6efc47efaabf134f8bdb654e10b4f1,4.50
e8b4225284fbb02d16f200513f1f395d,31,31,5788.52,30,27,e8b4225284fbb02d16f200513f1f395d,4.19
f00e21b1e91a79653163b7fd8f293ff1,31,31,3900.09,31,30,f00e21b1e91a79653163b7fd8f293ff1,4.10
f67efa3f0b6761102a7f8c6b7b571f5d,31,32,5188.68,32,32,f67efa3f0b6761102a7f8c6b7b571f5d,4.44
01fd077212124329bac32490e8ef80d9,31,39,1208.00,39,38,01fd077212124329bac32490e8ef80d9,4.31
0ebd97a106433a45a4aebe57c1799778,31,32,3046.80,32,32,0ebd97a106433a45a4aebe57c1799778,4.50
18e694e0e48ed6f7aa3f24aade5fd697,31,34,701.54,34,33,18e694e0e48ed6f7aa3f24aade5fd697,4.68
33576ec5412fb5905d876f12f33bfde6,31,32,2718.00,32,31,33576ec5412fb5905d876f12f33bfde6,4.12
4e06067cc08b3f41d837768d392c3ee3,31,46,941.72,46,44,4e06067cc08b3f41d837768d392c3ee3,4.17
5d3bb11474a06bdc23fb9e89f1164ee0,31,32,3654.60,32,31,5d3bb11474a06bdc23fb9e89f1164ee0,3.94
66e0557ecc2b4dbea057e93f215f68d8,31,31,12480.00,30,22,66e0557ecc2b4dbea057e93f215f68d8,3.94
6ec1a01e866584bb679eb9b098345919,31,32,4248.91,31,24,6ec1a01e866584bb679eb9b098345919,4.13
72c5da29406b4234927b81855e7b64f6,31,31,11798.69,31,30,72c5da29406b4234927b81855e7b64f6,4.13
78c99c6dff4eeae5be99bf635ed21e3f,31,39,2030.88,39,34,78c99c6dff4eeae5be99bf635ed21e3f,4.33
b74d1c09cb380e1d03a6f859c6f4224b,31,39,2221.60,38,32,b74d1c09cb380e1d03a6f859c6f4224b,4.21
02f5837340d7eb4f653d676c7256523a,30,30,3883.05,30,29,02f5837340d7eb4f653d676c7256523a,4.83
0bb738e4d789e63e2267697c42d35a2d,30,31,2388.30,30,28,0bb738e4d789e63e2267697c42d35a2d,4.58
1b938a7ec6ac5061a66a3766e0e75f90,30,33,3987.60,31,30,1b938a7ec6ac5061a66a3766e0e75f90,4.24
2a6fbeaa7ab9e5d59a35841a8da71ce4,30,30,1632.79,30,28,2a6fbeaa7ab9e5d59a35841a8da71ce4,3.93
2bf6a2c1e71bbd29a4ad64e6d3c3629f,30,31,50628.90,31,28,2bf6a2c1e71bbd29a4ad64e6d3c3629f,4.19
323ce52b5b81df2cd804b017b7f09aa7,30,30,2554.20,29,24,323ce52b5b81df2cd804b017b7f09aa7,4.31
3ade81dab5a172b88e1871c28ae05260,30,32,5751.60,30,26,3ade81dab5a172b88e1871c28ae05260,4.06
3c487ae8f8d7542beff5788e2e0aea83,30,33,9385.70,33,32,3c487ae8f8d7542beff5788e2e0aea83,3.91
40d54b51e962dbe09cabbcfd33298dee,30,31,6785.56,31,31,40d54b51e962dbe09cabbcfd33298dee,3.90
6e386f64c84e482f0b9abf960797ee1b,30,30,12938.30,29,26,6e386f64c84e482f0b9abf960797ee1b,4.61
94e93ce877be27a515118dbfd2c2be41,30,35,5674.57,34,34,94e93ce877be27a515118dbfd2c2be41,3.94
b2ac621f0d0322434d04a12b078b9369,30,30,9575.50,30,27,b2ac621f0d0322434d04a12b078b9369,4.40
c8467937e403e76a8ee9f0ab13f6f5ef,30,33,1853.79,33,29,c8467937e403e76a8ee9f0ab13f6f5ef,4.13
c8b3445d737de6befde0c88ede534a5e,30,36,3149.04,36,35,c8b3445d737de6befde0c88ede534a5e,3.97
e38db885400cd35c71dfd162f2c1dbcf,30,32,2066.80,32,28,e38db885400cd35c71dfd162f2c1dbcf,4.50
d1ef48b38baca7e831711c4a0aeb398f,29,35,1469.12,34,30,d1ef48b38baca7e831711c4a0aeb398f,4.43
d4e12e7884759a14fa0f5f896c791cae,29,32,1400.00,32,30,d4e12e7884759a14fa0f5f896c791cae,4.63
d71d863e5ef30d94e440c11be17dcd8f,29,36,11900.90,30,27,d71d863e5ef30d94e440c11be17dcd8f,3.24
d97df38225e5abadaff1e72cb72b823c,29,29,1846.00,28,23,d97df38225e5abadaff1e72cb72b823c,3.93
e06f09ec0a4aca210779cf1cfc63cf19,29,31,5279.49,31,29,e06f09ec0a4aca210779cf1cfc63cf19,4.03
f12ff17ad8bbf01ec5c33b17e506649b,29,29,6241.00,28,25,f12ff17ad8bbf01ec5c33b17e506649b,3.83
1464afc72f696af775557a821c2e253f,29,30,1059.36,30,29,1464afc72f696af775557a821c2e253f,4.17
17306570e772e7718c92a562d33f5f1d,29,32,9669.80,30,28,17306570e772e7718c92a562d33f5f1d,3.63
238fac594e170b59c6d228f5a4f4f1d9,29,30,3126.00,30,26,238fac594e170b59c6d228f5a4f4f1d9,3.97
271c58a1d139c45eaf3316107c6d3a3b,29,29,3897.52,27,25,271c58a1d139c45eaf3316107c6d3a3b,4.07
31da954dc0855f2495c6310f70a2f931,29,30,4583.00,30,27,31da954dc0855f2495c6310f70a2f931,4.23
3361277dc30b7cccdb0c286b24219756,29,42,3905.05,42,37,3361277dc30b7cccdb0c286b24219756,4.21
4aba391bc3b88717ce08eb11e44937b2,29,30,7595.87,28,24,4aba391bc3b88717ce08eb11e44937b2,3.90
4bf2f4ee540798a61f9636d12cd9cc80,29,30,4995.56,30,29,4bf2f4ee540798a61f9636d12cd9cc80,4.17
4ebdc7e6cd6102a022dadc49156d4ea8,29,32,928.70,32,31,4ebdc7e6cd6102a022dadc49156d4ea8,3.79
57c764b4a836300be881e2ff86e449f9,29,30,1211.00,29,25,57c764b4a836300be881e2ff86e449f9,4.17
73a63f72308aa20a46f4b1632018f196,29,41,9606.80,35,35,73a63f72308aa20a46f4b1632018f196,4.05
817245bcc3badd82bbd222e0366951a6,29,45,5580.50,44,43,817245bcc3badd82bbd222e0366951a6,4.07
8931a84a914b3fe9b1ddaa4d704947ca,29,32,4668.30,32,27,8931a84a914b3fe9b1ddaa4d704947ca,3.77
8b2492b7ff4468839593fafeed55bad9,29,45,3660.08,45,40,8b2492b7ff4468839593fafeed55bad9,3.89
bf00385a5f7fc1ef39a13c2e9ee50a5f,29,29,870.30,28,28,bf00385a5f7fc1ef39a13c2e9ee50a5f,4.31
0885aaf116795758dfeb5f1032487bcd,28,30,2648.00,29,28,0885aaf116795758dfeb5f1032487bcd,4.20
14a08204d03bb6b6bde8029f801ae0eb,28,38,2185.40,38,38,14a08204d03bb6b6bde8029f801ae0eb,3.82
1771297ac436903d1dd6b0e9279aa505,28,36,2881.27,36,35,1771297ac436903d1dd6b0e9279aa505,4.63
28f10b1c5e5abb9d4857745bede6147c,28,28,835.00,28,22,28f10b1c5e5abb9d4857745bede6147c,4.00
38e679b9e0064cd94c6f035707344dae,28,30,3694.51,28,27,38e679b9e0064cd94c6f035707344dae,3.93
6061155addc1e54b4cfb51c1c2a32ad8,28,33,15633.40,33,32,6061155addc1e54b4cfb51c1c2a32ad8,4.71
821fb029fc6e495ca4f08a35d51e53a5,28,29,19187.42,25,16,821fb029fc6e495ca4f08a35d51e53a5,3.43
960945e1a9535cbc0cd6ddd35fbe7ae8,28,29,3381.73,29,29,960945e1a9535cbc0cd6ddd35fbe7ae8,4.66
c0563dd588b775f2e37747ef6ad6c92c,28,28,3697.20,28,25,c0563dd588b775f2e37747ef6ad6c92c,4.36
d379f449f2a3b271bc01c0782020f705,28,29,4423.06,29,28,d379f449f2a3b271bc01c0782020f705,3.93
df560393f3a51e74553ab94004ba5c87,28,29,3661.18,27,25,df560393f3a51e74553ab94004ba5c87,3.72
e5e33c0d8e7e002f398f5dc4cbbb338f,28,29,6698.70,27,24,e5e33c0d8e7e002f398f5dc4cbbb338f,4.34
e7d5b006eb624f13074497221eb37807,28,63,3478.93,63,61,e7d5b006eb624f13074497221eb37807,3.11
ffc470761de7d0232558ba5e786e57b7,28,31,1649.01,30,28,ffc470761de7d0232558ba5e786e57b7,4.30
e0878efa0e0b7e5313ac0b43bc04c081,27,29,5065.30,28,23,e0878efa0e0b7e5313ac0b43bc04c081,3.47
f41ce2e25237f9092cd8e6e7516c7a2f,27,28,2030.90,27,27,f41ce2e25237f9092cd8e6e7516c7a2f,4.32
1f1bb1f0859883505541bdd6606193e5,27,29,16040.84,29,26,1f1bb1f0859883505541bdd6606193e5,4.31
575df70bde3f9f2b30bf8d2e9910d725,27,34,5410.05,34,32,575df70bde3f9f2b30bf8d2e9910d725,4.12
5b67882648febfb6e1225e6ad7164f6b,27,30,6813.48,30,29,5b67882648febfb6e1225e6ad7164f6b,4.03
5f5b43b2bffa8656e4bc6efeb13cc649,27,29,3677.20,29,28,5f5b43b2bffa8656e4bc6efeb13cc649,4.45
671585f5a2af58b6e276bc01003c0d2b,27,27,1244.00,27,27,671585f5a2af58b6e276bc01003c0d2b,4.70
7ade73f1b9b4e965f9009a4c3a7e2c15,27,28,1880.30,27,27,7ade73f1b9b4e965f9009a4c3a7e2c15,4.78
8d79c8a04e42d722a75097ce5cbcf2ef,27,28,2777.72,27,23,8d79c8a04e42d722a75097ce5cbcf2ef,4.46
95ec4458365c4d11f452ccf538377619,27,31,1866.76,31,30,95ec4458365c4d11f452ccf538377619,4.27
cac876b37d3abcd6bd76caca30277996,27,33,2229.77,33,28,cac876b37d3abcd6bd76caca30277996,4.56
cc3d14116804f7209f3884f6367f1152,27,30,5477.80,30,29,cc3d14116804f7209f3884f6367f1152,4.67
06df0c10d34e459d9672bc77388742eb,26,30,9070.00,30,27,06df0c10d34e459d9672bc77388742eb,4.37
2709af9587499e95e803a6498a5a56e9,26,47,1279.56,46,23,2709af9587499e95e803a6498a5a56e9,2.57
272f092de69afedd4d2969440b37f18f,26,40,1935.33,39,39,272f092de69afedd4d2969440b37f18f,3.92
3771c85bac139d2344864ede5d9341e3,26,30,1433.30,30,25,3771c85bac139d2344864ede5d9341e3,3.57
4bfc7a4a1cf8d4d2121c27422d9e50b5,26,40,8124.40,40,39,4bfc7a4a1cf8d4d2121c27422d9e50b5,4.23
6a51fc556dab5f766ced6fbc860bc613,26,33,7577.67,31,29,6a51fc556dab5f766ced6fbc860bc613,3.94
6a8a889bde935bafa76d7848782dfaf9,26,30,860.82,30,28,6a8a889bde935bafa76d7848782dfaf9,3.93
77a515caa36327151d1cc6c32a9f00e1,26,26,2217.39,26,23,77a515caa36327151d1cc6c32a9f00e1,4.42
8090490573c6c0aa343a7231ebcb8c86,26,26,3871.12,26,24,8090490573c6c0aa343a7231ebcb8c86,4.19
b8555308bfdb4ca1ed54325a58da9a97,26,28,3047.20,28,26,b8555308bfdb4ca1ed54325a58da9a97,4.07
c8417879a15366a17c30af34c798c332,26,36,1767.90,35,32,c8417879a15366a17c30af34c798c332,4.03
ccf8813e5a7d6c84d865cd38bfc2b130,26,26,2635.50,26,24,ccf8813e5a7d6c84d865cd38bfc2b130,4.38
e883aa812c37a7413226856f4579fe91,26,29,4097.10,29,28,e883aa812c37a7413226856f4579fe91,3.90
f61c63d13f7cd800549d5acdd390ae72,26,26,3072.30,26,24,f61c63d13f7cd800549d5acdd390ae72,4.00
f7496d659ca9fdaf323c0aae84176632,26,27,5087.57,26,24,f7496d659ca9fdaf323c0aae84176632,4.59
e48b04bf1aa1ef711caebeb7aede6180,25,25,3187.10,25,25,e48b04bf1aa1ef711caebeb7aede6180,4.48
ed4311e67debd72b8610a5347a743087,25,26,3636.00,26,24,ed4311e67debd72b8610a5347a743087,4.48
edf96ef93ed595084bbcbd9224bd2894,25,28,3757.00,28,25,edf96ef93ed595084bbcbd9224bd2894,3.79
0afccdb8a34ee5c79f7c06faf2b4d56e,25,25,1225.50,24,22,0afccdb8a34ee5c79f7c06faf2b4d56e,4.04
15aac934c58d886785ac1b17953ea898,25,26,4353.90,26,22,15aac934c58d886785ac1b17953ea898,4.12
198c7ea11960a9844b544d9bcdca860c,25,25,1733.75,25,22,198c7ea11960a9844b544d9bcdca860c,3.88
1dc2de47ee26a0a5b12dc14fd6dc0dea,25,27,1670.30,27,24,1dc2de47ee26a0a5b12dc14fd6dc0dea,4.52
2199e7fe213c16213bf5d6a7eadc9a5d,25,31,4078.29,30,29,2199e7fe213c16213bf5d6a7eadc9a5d,4.29
3481aa57cd91f9f9d3fa1fa12d9a3bf7,25,25,1773.03,25,25,3481aa57cd91f9f9d3fa1fa12d9a3bf7,3.88
3b872fd4747f01cc56206f2934198618,25,27,2726.74,27,23,3b872fd4747f01cc56206f2934198618,3.89
5debea795b07621e1f90532e18f96145,25,33,1883.78,33,33,5debea795b07621e1f90532e18f96145,4.27
916748bc99315c2d202898ae58b1617e,25,32,369.40,32,32,916748bc99315c2d202898ae58b1617e,4.34
b2a6d334e2833acea353624840e25a0e,25,26,1650.98,26,26,b2a6d334e2833acea353624840e25a0e,4.50
2e13c71026e1a39ba5cc1b86dcb679aa,24,28,3793.00,28,26,2e13c71026e1a39ba5cc1b86dcb679aa,4.25
7ecd59e5e20407131822c1a68ac59c1f,24,29,1466.71,29,25,7ecd59e5e20407131822c1a68ac59c1f,4.48
8cc6a0e5738e61a87b03c78b2ba9db4b,24,26,13312.40,24,22,8cc6a0e5738e61a87b03c78b2ba9db4b,4.15
977f9f63dd360c2a32ece2f93ad6d306,24,25,2858.87,24,21,977f9f63dd360c2a32ece2f93ad6d306,3.80
a36b125ac6d5fdbc7f50de85c9157bdc,24,26,1843.64,25,22,a36b125ac6d5fdbc7f50de85c9157bdc,4.04
a3f0b55de503387383c7b1de3ad7f678,24,26,4348.40,26,25,a3f0b55de503387383c7b1de3ad7f678,4.38
a938325a4b357fd23a6a4d5bb126408e,24,25,3231.00,25,24,a938325a4b357fd23a6a4d5bb126408e,3.88
b19f3ca2ea475913750f25a5c37c8d8f,24,24,6202.91,19,13,b19f3ca2ea475913750f25a5c37c8d8f,2.79
b83cedfb587e7911540e3f576d6917ce,24,25,2224.95,25,23,b83cedfb587e7911540e3f576d6917ce,4.24
bc47d5d1490df2b36add65d733eafaba,24,25,1004.80,22,20,bc47d5d1490df2b36add65d733eafaba,3.28
c731d18cea9bf687ffee82a241c25b11,24,26,3662.00,26,26,c731d18cea9bf687ffee82a241c25b11,3.96
cea729054f157f5870bdd321a958d994,24,26,2482.10,26,25,cea729054f157f5870bdd321a958d994,4.19
e6a69c4a27dfdd98ffe5aa757ad744bc,24,29,2076.20,23,23,e6a69c4a27dfdd98ffe5aa757ad744bc,3.62
e89c4adbe7b1d0819dbb636e16461cf1,24,25,3181.30,25,22,e89c4adbe7b1d0819dbb636e16461cf1,3.88
f76a3b1349b6df1ee875d1f3fa4340f0,24,24,4160.79,24,15,f76a3b1349b6df1ee875d1f3fa4340f0,3.46
d624126b9206f595fb3fbb6ba03b28a8,23,28,7198.80,28,27,d624126b9206f595fb3fbb6ba03b28a8,4.33
e7df4cd29ab5abab70fb0783ddb53987,23,24,9608.70,24,20,e7df4cd29ab5abab70fb0783ddb53987,4.29
f615fe7efbef0f4f08fd3086bc7a3e60,23,24,2359.27,23,21,f615fe7efbef0f4f08fd3086bc7a3e60,4.38
013900e863eace745d3ec7614cab5b1a,23,26,1619.70,26,26,013900e863eace745d3ec7614cab5b1a,4.73
04e38a233f726ef161074ab1c9b0399a,23,28,1352.20,24,21,04e38a233f726ef161074ab1c9b0399a,3.79
10076e5788b8ee532724bcd460baf762,23,26,821.48,26,25,10076e5788b8ee532724bcd460baf762,4.62
13d058e4eeac2ce8217660b2f8a05812,23,23,3829.77,22,19,13d058e4eeac2ce8217660b2f8a05812,4.22
157c3e4b42f81ac4a44e8b1ca2fe9876,23,31,2548.50,31,29,157c3e4b42f81ac4a44e8b1ca2fe9876,3.97
23a0ffca143a15b9b5bbdb7d552f626a,23,24,3718.51,24,21,23a0ffca143a15b9b5bbdb7d552f626a,3.96
244c2f1bff6afe1f2eaf9bfe9b2aed38,23,27,2580.00,27,23,244c2f1bff6afe1f2eaf9bfe9b2aed38,3.70
2b1a40c1daabc6ca280c4b815c101841,23,35,12732.60,33,32,2b1a40c1daabc6ca280c4b815c101841,3.63
39d54ff918774174706fb065d7f9dc07,23,25,1593.59,24,21,39d54ff918774174706fb065d7f9dc07,3.80
3d5d0dc7073a299e31fa718ce1bc00b6,23,24,790.70,22,19,3d5d0dc7073a299e31fa718ce1bc00b6,4.17
42ef3192a9ff87a22d1867b74b3ee205,23,23,1354.09,23,23,42ef3192a9ff87a22d1867b74b3ee205,4.65
4b5f66b7adcf57f1ecc0d3c07dd6b177,23,38,6381.78,38,37,4b5f66b7adcf57f1ecc0d3c07dd6b177,4.08
4c8b8048e33af2bf94f2eb547746a916,23,27,2020.73,23,20,4c8b8048e33af2bf94f2eb547746a916,3.11
5c853bb56f70f4d14218944bae111d7a,23,24,263.13,24,24,5c853bb56f70f4d14218944bae111d7a,4.04
6426d21aca402a131fc0a5d0960a3c90,23,23,1209.64,23,22,6426d21aca402a131fc0a5d0960a3c90,4.17
681fce914360217db47784ae28905a96,23,24,4127.33,24,21,681fce914360217db47784ae28905a96,3.87
79ed755314cfe6df0daef2c6cd3022cd,23,25,3907.50,25,25,79ed755314cfe6df0daef2c6cd3022cd,4.70
7e26c750b4cb9f6766f58265ff9ebe95,23,27,1344.30,27,27,7e26c750b4cb9f6766f58265ff9ebe95,4.41
916c9de0b5ad957346eeeb12f332687e,23,28,5480.25,27,27,916c9de0b5ad957346eeeb12f332687e,4.39
093805f8f2aeb63881444571e1f48f30,22,27,1215.79,27,26,093805f8f2aeb63881444571e1f48f30,3.81
0d33a55da925bbf1ff02af5f6059fc7f,22,24,547.30,24,23,0d33a55da925bbf1ff02af5f6059fc7f,4.52
2156f2671501a81034d7d07f217609d0,22,22,2981.50,21,18,2156f2671501a81034d7d07f217609d0,3.86
4200ddf1967c5e41e48db62bc6d4b5ac,22,42,734.80,42,41,4200ddf1967c5e41e48db62bc6d4b5ac,4.24
